Campaign Name,Campaign ID,Domain,Number of Keywords,Campaign Keywords,Mapping-ID,Optional Field 1,Optional Field 2,Optional Field 3,Optional Field 4
,1362,4icpa.org,20,4icpa.org,4icpa.org,Mom's first aid tips and advice for the home,Advice to mothers for knowing when to take to doctor and when to give bed-rest,"parenting, child development, managing work and kids, education, budgeting, organization, socialization",
,1363,abcdnet.org,20,abcdnet.org,abcdnet.org,"Young children, school aged children, empty nest, sibling age gaps","parenting, child development, managing work and kids, education, budgeting, organization, socialization",Mommy - other mom stuff,
,1364,aeyc-mn.org,20,aeyc-mn.org,aeyc-mn.org,"Preparing young children for school, how to make everything a learning experience","Preschool aged children, 1st grade prep, emotional and physical impact",Education,
,1365,aflanz.org,20,aflanz.org,aflanz.org,"Military charities, where donations go, what they need",Charity fund raising advice and support,Military and their families,
,1366,aiml.org,20,aiml.org,aiml.org,"Young children, school aged children","Parenting Advice & tips for discipline, teaching, education, substance control, setting a good example and all things parenting",Parenting,
,1367,ajha.org,20,ajha.org,ajha.org,"The past, history, all about it from all over the world","Segregation, separation of grades, co-ed schools",Education/History,
,1368,arch-ware.org,20,arch-ware.org,arch-ware.org,"tips and advice for finding the best deals & sales, knowing when to buy and when to wait","seasonal fashion sales, online shopping","Fashion, accessories, best deals, when to find sales",
,1369,archexchange.org,20,archexchange.org,archexchange.org,"Business accounting - balance sheets, profit and loss accounts, cash-flow forecast, ROI evaluations, annual reports","Budgeting a business, corporation, small business",Business/Finance,
,1370,ascconc.org,20,ascconc.org,ascconc.org,the real estate market since the recession,"Buyers and sellers, insurance, types of homes, safety, protection",Real Estate,
,1371,astp.org,20,astp.org,astp.org,"11th hour set up advice - how to's, dos & don'ts ","budget parties, high-income parties","Quick fixes for mom, dinners, parties, planning, fashion, work, play",
,1372,babedidricksonzaharias.org,20,babedidricksonzaharias.org,babedidricksonzaharias.org,History of different sports,"Evolution of equipment, rule changes, new sports, history of championships",Sports/History,
,1373,becrc.org,20,becrc.org,becrc.org,"Charities, what they need, giving trees, battered women, abused children","holiday charities, like the santas on the side walks, the giving trees, church charities","Poverty, Donations",
,1374,blca.org,20,blca.org,blca.org,Sewing & other need to knows for restoring clothing,"Day time fashion, to work fashion, to night fashion","Bargain Fashion, thrift shops, clothing restoration, dying clothes",
,1375,bmrt.org,20,bmrt.org,bmrt.org,"Graphic design software, hints and tips","Blogging, social networking, pictures, movies, music",Computers/Graphics,
,1376,cchi.org,20,cchi.org,cchi.org,"Decorating a home, making the rooms match and the colors flow","Budget home decor, DIY",Fashion/Decor,
,1377,cecore.org,20,cecore.org,cecore.org,Mom's first aid tips and advice for the home,"Parenting Advice & tips for discipline, teaching, education, substance control, setting a good example and all things parenting",Parenting,
