Title,Direction,Resource Link 1,Resource Link 2,Resource Link 3,Desired Placement,Anchor Text
destination unknown world capitals,"These are your Destination Unknown assignments. The basic idea is to write about lesser-known destinations in a way that gets people's interest! In optional fields 4-8 you'll find your 4-5 destinations, which are grouped roughly by location or type. I've titled these with the campaign name + location; please read the style guide for instructions about your specific titles. Let me know if there are any concerns.",hipmunk.com/Hotels-in-Helsinki-Finland,hipmunk.com/Hotels-in-Beijing-China,hipmunk.com/Hotels-in-Athens-Greece,hipmunk.com/Hotels-in-Budapest-Hungary,hipmunk.com/Hotels-in-Mexico-City-Mexico
destination unknown germany,"These are your Destination Unknown assignments. The basic idea is to write about lesser-known destinations in a way that gets people's interest! In optional fields 4-8 you'll find your 4-5 destinations, which are grouped roughly by location or type. I've titled these with the campaign name + location; please read the style guide for instructions about your specific titles. Let me know if there are any concerns.",hipmunk.com/Hotels-in-Dusseldorf-Germany,hipmunk.com/Hotels-in-Cologne-Germany,hipmunk.com/Hotels-in-Stuttgart-Germany,hipmunk.com/Hotels-in-Nuremberg-Germany,hipmunk.com/Hotels-in-Bremen-Germany
destination unknown costa rica,"These are your Destination Unknown assignments. The basic idea is to write about lesser-known destinations in a way that gets people's interest! In optional fields 4-8 you'll find your 4-5 destinations, which are grouped roughly by location or type. I've titled these with the campaign name + location; please read the style guide for instructions about your specific titles. Let me know if there are any concerns.",hipmunk.com/Hotels-in-El-Ocotal-Costa-Rica,hipmunk.com/Hotels-in-Tamarindo-Costa-Rica,hipmunk.com/Hotels-in-Fortuna-Costa-Rica,hipmunk.com/Hotels-in-Manuel-Antonio-Costa-Rica,hipmunk.com/Hotels-in-Papagayo-Costa-Rica
destination unknown switzerland,"These are your Destination Unknown assignments. The basic idea is to write about lesser-known destinations in a way that gets people's interest! In optional fields 4-8 you'll find your 4-5 destinations, which are grouped roughly by location or type. I've titled these with the campaign name + location; please read the style guide for instructions about your specific titles. Let me know if there are any concerns.",hipmunk.com/Hotels-in-Cointrin-Switzerland,hipmunk.com/Hotels-in-Opfikon-Switzerland,hipmunk.com/Hotels-in-Basel-Switzerland,hipmunk.com/Hotels-in-Kloten-Switzerland,hipmunk.com/Hotels-in-Lausanne-Switzerland
destination unknown australia,"These are your Destination Unknown assignments. The basic idea is to write about lesser-known destinations in a way that gets people's interest! In optional fields 4-8 you'll find your 4-5 destinations, which are grouped roughly by location or type. I've titled these with the campaign name + location; please read the style guide for instructions about your specific titles. Let me know if there are any concerns.",hipmunk.com/Hotels-in-Canberra-ACT,hipmunk.com/Hotels-in-The-Rocks-NSW,hipmunk.com/Hotels-in-Southbank,hipmunk.com/Hotels-in-Darwin-NT,hipmunk.com/Hotels-in-Port-Douglas-QLD
destination unknown france,"These are your Destination Unknown assignments. The basic idea is to write about lesser-known destinations in a way that gets people's interest! In optional fields 4-8 you'll find your 4-5 destinations, which are grouped roughly by location or type. I've titled these with the campaign name + location; please read the style guide for instructions about your specific titles. Let me know if there are any concerns.",hipmunk.com/Hotels-in-Cannes-France,hipmunk.com/Hotels-in-Tremblay-en-France-France,hipmunk.com/Hotels-in-Lyon-France,hipmunk.com/Hotels-in-Serris-France,hipmunk.com/Hotels-in-Puteaux-France
destination unknown UK,"These are your Destination Unknown assignments. The basic idea is to write about lesser-known destinations in a way that gets people's interest! In optional fields 4-8 you'll find your 4-5 destinations, which are grouped roughly by location or type. I've titled these with the campaign name + location; please read the style guide for instructions about your specific titles. Let me know if there are any concerns.",hipmunk.com/Hotels-in-Bristol-United-Kingdom,hipmunk.com/Hotels-in-Liverpool-United-Kingdom,hipmunk.com/Hotels-in-Glasgow-United-Kingdom,hipmunk.com/Hotels-in-Belfast-United-Kingdom,hipmunk.com/Hotels-in-Leeds-United-Kingdom
destination unknown greece,"These are your Destination Unknown assignments. The basic idea is to write about lesser-known destinations in a way that gets people's interest! In optional fields 4-8 you'll find your 4-5 destinations, which are grouped roughly by location or type. I've titled these with the campaign name + location; please read the style guide for instructions about your specific titles. Let me know if there are any concerns.",hipmunk.com/Hotels-in-Athens-Greece,hipmunk.com/Hotels-in-Santorini-Island-Greece,hipmunk.com/Hotels-in-Rhodes-Greece,hipmunk.com/Hotels-in-Mykonos-Greece,x
destination unknown indonesia,"These are your Destination Unknown assignments. The basic idea is to write about lesser-known destinations in a way that gets people's interest! In optional fields 4-8 you'll find your 4-5 destinations, which are grouped roughly by location or type. I've titled these with the campaign name + location; please read the style guide for instructions about your specific titles. Let me know if there are any concerns.",hipmunk.com/Hotels-in-Bintan-Island-Indonesia-Indonesia,hipmunk.com/Hotels-in-Sanur-Indonesia,hipmunk.com/Hotels-in-Legian-Beach-Indonesia,hipmunk.com/Hotels-in-Nusa-Dua-Indonesia,hipmunk.com/Hotels-in-Jimbaran-Indonesia
destination unknown italy,"These are your Destination Unknown assignments. The basic idea is to write about lesser-known destinations in a way that gets people's interest! In optional fields 4-8 you'll find your 4-5 destinations, which are grouped roughly by location or type. I've titled these with the campaign name + location; please read the style guide for instructions about your specific titles. Let me know if there are any concerns.",hipmunk.com/Hotels-in-Pisa-Italy,hipmunk.com/Hotels-in-Capri-Italy,hipmunk.com/Hotels-in-Turin-Italy,hipmunk.com/Hotels-in-Positano-Italy,hipmunk.com/Hotels-in-Bologna-Italy
